participant.id_in_session,participant.code,participant.label,participant._is_bot,participant._index_in_pages,participant._max_page_index,participant._current_app_name,participant._current_page_name,participant.time_started_utc,participant.visited,participant.mturk_worker_id,participant.mturk_assignment_id,participant.payoff,participant.treatment,participant.start_time,participant.end_time,participant.finished,participant.browser,participant.attention_check,participant.cq_1_mistakes,participant.cq_2_mistakes,participant.attempts_training,participant.attempts_work_1,participant.attempts_work_2,participant.attempts_work_3,participant.which_belief,participant.beliefs1,participant.beliefs2,participant.beliefs3,participant.beliefs1_3,participant.beliefs1_2,participant.beliefs2_3,participant.beliefs4,participant.belief_bonus,participant.feedback,participant.feedback_difficulty,participant.feedback_understanding,participant.feedback_satisfied,participant.feedback_pay,session.code,session.label,session.mturk_HITId,session.mturk_HITGroupId,session.comment,session.is_demo,session.config.real_world_currency_per_point,session.config.name,session.config.participation_fee,session.config.development,session.prolific_completion_url,otfe.1.player.id_in_group,otfe.1.player.role,otfe.1.player.payoff,otfe.1.player.data_dummy,otfe.1.player.beliefs1,otfe.1.player.beliefs2,otfe.1.player.beliefs3,otfe.1.player.beliefs4,otfe.1.player.beliefs1_2,otfe.1.player.beliefs1_3,otfe.1.player.beliefs2_3,otfe.1.player.cq_1,otfe.1.player.cq_2,otfe.1.player.cq_3,otfe.1.player.survey_student_loans,otfe.1.player.survey_pandemic,otfe.1.player.survey_wealth_tax_savings,otfe.1.player.survey_wealth_tax_consumption,otfe.1.player.survey_wealth_tax_personal_savings,otfe.1.player.survey_wealth_tax_personal_consumption,otfe.1.player.survey_repatriation,otfe.1.player.survey_one_time_policies,otfe.1.player.survey_tax_rates_1,otfe.1.player.survey_tax_rates_2,otfe.1.player.survey_tax_rates_3,otfe.1.player.survey_tax_rates_4,otfe.1.player.survey_tax_rates_5,otfe.1.player.feedback,otfe.1.player.feedback_difficulty,otfe.1.player.feedback_understanding,otfe.1.player.feedback_satisfied,otfe.1.player.feedback_pay,otfe.1.group.id_in_subsession,otfe.1.subsession.round_number
111,kj5r6xjp,,0,0,29,,,,0,,,0.0,C-NoInfo,,,,,,0,0,,,,,2,,,,,,,,,,,,,,woa52od5,,,,,0,1.0,otfe,0.0,0,https://app.prolific.com/submissions/complete?cc=C1D231BT,111,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
112,dmgxb71g,,0,0,29,,,,0,,,0.0,T1-T-Info,,,,,,0,0,,,,,3,,,,,,,,,,,,,,woa52od5,,,,,0,1.0,otfe,0.0,0,https://app.prolific.com/submissions/complete?cc=C1D231BT,112,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
113,qfv6wdca,,0,0,29,,,,0,,,0.0,T1-T-NoInfo,,,,,,0,0,,,,,1_2,,,,,,,,,,,,,,woa52od5,,,,,0,1.0,otfe,0.0,0,https://app.prolific.com/submissions/complete?cc=C1D231BT,113,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
114,a68x7g10,,0,0,29,,,,0,,,0.0,C-Info,,,,,,0,0,,,,,1_2,,,,,,,,,,,,,,woa52od5,,,,,0,1.0,otfe,0.0,0,https://app.prolific.com/submissions/complete?cc=C1D231BT,114,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
115,pcndizb9,,0,0,29,,,,0,,,0.0,T2-T,,,,,,0,0,,,,,2_3,,,,,,,,,,,,,,woa52od5,,,,,0,1.0,otfe,0.0,0,https://app.prolific.com/submissions/complete?cc=C1D231BT,115,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
116,f18clgux,,0,0,29,,,,0,,,0.0,T1-P,,,,,,0,0,,,,,1_2,,,,,,,,,,,,,,woa52od5,,,,,0,1.0,otfe,0.0,0,https://app.prolific.com/submissions/complete?cc=C1D231BT,116,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
117,tmjl953f,,0,0,29,,,,0,,,0.0,C-NoInfo,,,,,,0,0,,,,,2_3,,,,,,,,,,,,,,woa52od5,,,,,0,1.0,otfe,0.0,0,https://app.prolific.com/submissions/complete?cc=C1D231BT,117,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
118,j000ffcv,,0,0,29,,,,0,,,0.0,T1-T-Info,,,,,,0,0,,,,,2,,,,,,,,,,,,,,woa52od5,,,,,0,1.0,otfe,0.0,0,https://app.prolific.com/submissions/complete?cc=C1D231BT,118,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
119,88qjcjop,,0,0,29,,,,0,,,0.0,T1-T-NoInfo,,,,,,0,0,,,,,2,,,,,,,,,,,,,,woa52od5,,,,,0,1.0,otfe,0.0,0,https://app.prolific.com/submissions/complete?cc=C1D231BT,119,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
120,6ok37duk,,0,0,29,,,,0,,,0.0,C-Info,,,,,,0,0,,,,,1_2,,,,,,,,,,,,,,woa52od5,,,,,0,1.0,otfe,0.0,0,https://app.prolific.com/submissions/complete?cc=C1D231BT,120,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
121,lx22122h,,0,0,29,,,,0,,,0.0,T2-T,,,,,,0,0,,,,,1_3,,,,,,,,,,,,,,woa52od5,,,,,0,1.0,otfe,0.0,0,https://app.prolific.com/submissions/complete?cc=C1D231BT,121,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
122,iqyduw53,,0,0,29,,,,0,,,0.0,T1-P,,,,,,0,0,,,,,2,,,,,,,,,,,,,,woa52od5,,,,,0,1.0,otfe,0.0,0,https://app.prolific.com/submissions/complete?cc=C1D231BT,122,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
123,sxkop21x,,0,0,29,,,,0,,,0.0,C-NoInfo,,,,,,0,0,,,,,3,,,,,,,,,,,,,,woa52od5,,,,,0,1.0,otfe,0.0,0,https://app.prolific.com/submissions/complete?cc=C1D231BT,123,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
124,48qaxq5a,,0,0,29,,,,0,,,0.0,T1-T-Info,,,,,,0,0,,,,,2_3,,,,,,,,,,,,,,woa52od5,,,,,0,1.0,otfe,0.0,0,https://app.prolific.com/submissions/complete?cc=C1D231BT,124,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
125,mn5ogy3a,,0,0,29,,,,0,,,0.0,T1-T-NoInfo,,,,,,0,0,,,,,2_3,,,,,,,,,,,,,,woa52od5,,,,,0,1.0,otfe,0.0,0,https://app.prolific.com/submissions/complete?cc=C1D231BT,125,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
126,9la1yf3l,,0,0,29,,,,0,,,0.0,C-Info,,,,,,0,0,,,,,1_2,,,,,,,,,,,,,,woa52od5,,,,,0,1.0,otfe,0.0,0,https://app.prolific.com/submissions/complete?cc=C1D231BT,126,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
127,uuyd3u56,,0,0,29,,,,0,,,0.0,T2-T,,,,,,0,0,,,,,1_2,,,,,,,,,,,,,,woa52od5,,,,,0,1.0,otfe,0.0,0,https://app.prolific.com/submissions/complete?cc=C1D231BT,127,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
128,gs016ot8,,0,0,29,,,,0,,,0.0,T1-P,,,,,,0,0,,,,,3,,,,,,,,,,,,,,woa52od5,,,,,0,1.0,otfe,0.0,0,https://app.prolific.com/submissions/complete?cc=C1D231BT,128,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
129,9kglxurx,,0,0,29,,,,0,,,0.0,C-NoInfo,,,,,,0,0,,,,,1_3,,,,,,,,,,,,,,woa52od5,,,,,0,1.0,otfe,0.0,0,https://app.prolific.com/submissions/complete?cc=C1D231BT,129,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
130,m33m0u90,,0,0,29,,,,0,,,0.0,T1-T-Info,,,,,,0,0,,,,,3,,,,,,,,,,,,,,woa52od5,,,,,0,1.0,otfe,0.0,0,https://app.prolific.com/submissions/complete?cc=C1D231BT,130,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
131,cvfqnf5q,,0,0,29,,,,0,,,0.0,T1-T-NoInfo,,,,,,0,0,,,,,1,,,,,,,,,,,,,,woa52od5,,,,,0,1.0,otfe,0.0,0,https://app.prolific.com/submissions/complete?cc=C1D231BT,131,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
132,zlw7l59a,,0,0,29,,,,0,,,0.0,C-Info,,,,,,0,0,,,,,2,,,,,,,,,,,,,,woa52od5,,,,,0,1.0,otfe,0.0,0,https://app.prolific.com/submissions/complete?cc=C1D231BT,132,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
133,fax4rql8,,0,0,29,,,,0,,,0.0,T2-T,,,,,,0,0,,,,,2,,,,,,,,,,,,,,woa52od5,,,,,0,1.0,otfe,0.0,0,https://app.prolific.com/submissions/complete?cc=C1D231BT,133,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
134,v1j49k55,,0,0,29,,,,0,,,0.0,T1-P,,,,,,0,0,,,,,2,,,,,,,,,,,,,,woa52od5,,,,,0,1.0,otfe,0.0,0,https://app.prolific.com/submissions/complete?cc=C1D231BT,134,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
135,w1ovd8sa,,0,0,29,,,,0,,,0.0,C-NoInfo,,,,,,0,0,,,,,1_3,,,,,,,,,,,,,,woa52od5,,,,,0,1.0,otfe,0.0,0,https://app.prolific.com/submissions/complete?cc=C1D231BT,135,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
136,jp72s73a,,0,0,29,,,,0,,,0.0,T1-T-Info,,,,,,0,0,,,,,1_3,,,,,,,,,,,,,,woa52od5,,,,,0,1.0,otfe,0.0,0,https://app.prolific.com/submissions/complete?cc=C1D231BT,136,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
137,gn5xqpn0,,0,0,29,,,,0,,,0.0,T1-T-NoInfo,,,,,,0,0,,,,,1_2,,,,,,,,,,,,,,woa52od5,,,,,0,1.0,otfe,0.0,0,https://app.prolific.com/submissions/complete?cc=C1D231BT,137,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
138,y620p6xx,,0,0,29,,,,0,,,0.0,C-Info,,,,,,0,0,,,,,2,,,,,,,,,,,,,,woa52od5,,,,,0,1.0,otfe,0.0,0,https://app.prolific.com/submissions/complete?cc=C1D231BT,138,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
139,k3zf0kn3,,0,0,29,,,,0,,,0.0,T2-T,,,,,,0,0,,,,,1_2,,,,,,,,,,,,,,woa52od5,,,,,0,1.0,otfe,0.0,0,https://app.prolific.com/submissions/complete?cc=C1D231BT,139,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
140,vlawf2jx,,0,0,29,,,,0,,,0.0,T1-P,,,,,,0,0,,,,,2,,,,,,,,,,,,,,woa52od5,,,,,0,1.0,otfe,0.0,0,https://app.prolific.com/submissions/complete?cc=C1D231BT,140,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
141,xvxeu20i,,0,0,29,,,,0,,,0.0,C-NoInfo,,,,,,0,0,,,,,3,,,,,,,,,,,,,,woa52od5,,,,,0,1.0,otfe,0.0,0,https://app.prolific.com/submissions/complete?cc=C1D231BT,141,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
142,mmrdqm6v,,0,0,29,,,,0,,,0.0,T1-T-Info,,,,,,0,0,,,,,3,,,,,,,,,,,,,,woa52od5,,,,,0,1.0,otfe,0.0,0,https://app.prolific.com/submissions/complete?cc=C1D231BT,142,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
143,pxu72y4p,,0,0,29,,,,0,,,0.0,T1-T-NoInfo,,,,,,0,0,,,,,3,,,,,,,,,,,,,,woa52od5,,,,,0,1.0,otfe,0.0,0,https://app.prolific.com/submissions/complete?cc=C1D231BT,143,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
144,y8mdcfp7,,0,0,29,,,,0,,,0.0,C-Info,,,,,,0,0,,,,,1_3,,,,,,,,,,,,,,woa52od5,,,,,0,1.0,otfe,0.0,0,https://app.prolific.com/submissions/complete?cc=C1D231BT,144,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
145,hfbeljtx,,0,0,29,,,,0,,,0.0,T2-T,,,,,,0,0,,,,,2_3,,,,,,,,,,,,,,woa52od5,,,,,0,1.0,otfe,0.0,0,https://app.prolific.com/submissions/complete?cc=C1D231BT,145,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
146,hk2kmd0q,,0,0,29,,,,0,,,0.0,T1-P,,,,,,0,0,,,,,1_3,,,,,,,,,,,,,,woa52od5,,,,,0,1.0,otfe,0.0,0,https://app.prolific.com/submissions/complete?cc=C1D231BT,146,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
147,ra47l5wp,,0,0,29,,,,0,,,0.0,C-NoInfo,,,,,,0,0,,,,,1_2,,,,,,,,,,,,,,woa52od5,,,,,0,1.0,otfe,0.0,0,https://app.prolific.com/submissions/complete?cc=C1D231BT,147,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
148,h8uepk1j,,0,0,29,,,,0,,,0.0,T1-T-Info,,,,,,0,0,,,,,1_3,,,,,,,,,,,,,,woa52od5,,,,,0,1.0,otfe,0.0,0,https://app.prolific.com/submissions/complete?cc=C1D231BT,148,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
149,55hhu9l2,,0,0,29,,,,0,,,0.0,T1-T-NoInfo,,,,,,0,0,,,,,2_3,,,,,,,,,,,,,,woa52od5,,,,,0,1.0,otfe,0.0,0,https://app.prolific.com/submissions/complete?cc=C1D231BT,149,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
150,80elyohe,,0,0,29,,,,0,,,0.0,C-Info,,,,,,0,0,,,,,1_3,,,,,,,,,,,,,,woa52od5,,,,,0,1.0,otfe,0.0,0,https://app.prolific.com/submissions/complete?cc=C1D231BT,150,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
151,kjd4f2zw,,0,0,29,,,,0,,,0.0,T2-T,,,,,,0,0,,,,,1_2,,,,,,,,,,,,,,woa52od5,,,,,0,1.0,otfe,0.0,0,https://app.prolific.com/submissions/complete?cc=C1D231BT,151,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
152,pezds90e,,0,0,29,,,,0,,,0.0,T1-P,,,,,,0,0,,,,,2_3,,,,,,,,,,,,,,woa52od5,,,,,0,1.0,otfe,0.0,0,https://app.prolific.com/submissions/complete?cc=C1D231BT,152,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
153,illf1982,,0,0,29,,,,0,,,0.0,C-NoInfo,,,,,,0,0,,,,,2_3,,,,,,,,,,,,,,woa52od5,,,,,0,1.0,otfe,0.0,0,https://app.prolific.com/submissions/complete?cc=C1D231BT,153,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
154,0wuphf8s,,0,0,29,,,,0,,,0.0,T1-T-Info,,,,,,0,0,,,,,2,,,,,,,,,,,,,,woa52od5,,,,,0,1.0,otfe,0.0,0,https://app.prolific.com/submissions/complete?cc=C1D231BT,154,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
155,nyk6vpfn,,0,0,29,,,,0,,,0.0,T1-T-NoInfo,,,,,,0,0,,,,,1_2,,,,,,,,,,,,,,woa52od5,,,,,0,1.0,otfe,0.0,0,https://app.prolific.com/submissions/complete?cc=C1D231BT,155,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
156,gwskzbqb,,0,0,29,,,,0,,,0.0,C-Info,,,,,,0,0,,,,,2_3,,,,,,,,,,,,,,woa52od5,,,,,0,1.0,otfe,0.0,0,https://app.prolific.com/submissions/complete?cc=C1D231BT,156,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
157,79xvq0nk,,0,0,29,,,,0,,,0.0,T2-T,,,,,,0,0,,,,,2_3,,,,,,,,,,,,,,woa52od5,,,,,0,1.0,otfe,0.0,0,https://app.prolific.com/submissions/complete?cc=C1D231BT,157,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
158,h5dsctxj,,0,0,29,,,,0,,,0.0,T1-P,,,,,,0,0,,,,,2,,,,,,,,,,,,,,woa52od5,,,,,0,1.0,otfe,0.0,0,https://app.prolific.com/submissions/complete?cc=C1D231BT,158,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
159,5wfnxbah,,0,0,29,,,,0,,,0.0,C-NoInfo,,,,,,0,0,,,,,1_2,,,,,,,,,,,,,,woa52od5,,,,,0,1.0,otfe,0.0,0,https://app.prolific.com/submissions/complete?cc=C1D231BT,159,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
160,0tan9phg,,0,0,29,,,,0,,,0.0,T1-T-Info,,,,,,0,0,,,,,2,,,,,,,,,,,,,,woa52od5,,,,,0,1.0,otfe,0.0,0,https://app.prolific.com/submissions/complete?cc=C1D231BT,160,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
161,yuscol1x,,0,0,29,,,,0,,,0.0,T1-T-NoInfo,,,,,,0,0,,,,,2_3,,,,,,,,,,,,,,woa52od5,,,,,0,1.0,otfe,0.0,0,https://app.prolific.com/submissions/complete?cc=C1D231BT,161,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
162,stjpf72f,,0,0,29,,,,0,,,0.0,C-Info,,,,,,0,0,,,,,1,,,,,,,,,,,,,,woa52od5,,,,,0,1.0,otfe,0.0,0,https://app.prolific.com/submissions/complete?cc=C1D231BT,162,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
163,x1aimlot,,0,0,29,,,,0,,,0.0,T2-T,,,,,,0,0,,,,,2_3,,,,,,,,,,,,,,woa52od5,,,,,0,1.0,otfe,0.0,0,https://app.prolific.com/submissions/complete?cc=C1D231BT,163,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
164,bdnqe4nf,,0,0,29,,,,0,,,0.0,T1-P,,,,,,0,0,,,,,1_2,,,,,,,,,,,,,,woa52od5,,,,,0,1.0,otfe,0.0,0,https://app.prolific.com/submissions/complete?cc=C1D231BT,164,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
165,49xesoii,,0,0,29,,,,0,,,0.0,C-NoInfo,,,,,,0,0,,,,,2_3,,,,,,,,,,,,,,woa52od5,,,,,0,1.0,otfe,0.0,0,https://app.prolific.com/submissions/complete?cc=C1D231BT,165,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
166,5rtd9ibc,,0,0,29,,,,0,,,0.0,T1-T-Info,,,,,,0,0,,,,,3,,,,,,,,,,,,,,woa52od5,,,,,0,1.0,otfe,0.0,0,https://app.prolific.com/submissions/complete?cc=C1D231BT,166,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
167,xusmblh4,,0,0,29,,,,0,,,0.0,T1-T-NoInfo,,,,,,0,0,,,,,1_2,,,,,,,,,,,,,,woa52od5,,,,,0,1.0,otfe,0.0,0,https://app.prolific.com/submissions/complete?cc=C1D231BT,167,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
168,l2wmrd2k,,0,0,29,,,,0,,,0.0,C-Info,,,,,,0,0,,,,,2_3,,,,,,,,,,,,,,woa52od5,,,,,0,1.0,otfe,0.0,0,https://app.prolific.com/submissions/complete?cc=C1D231BT,168,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
169,vlw3z4f0,,0,0,29,,,,0,,,0.0,T2-T,,,,,,0,0,,,,,1_2,,,,,,,,,,,,,,woa52od5,,,,,0,1.0,otfe,0.0,0,https://app.prolific.com/submissions/complete?cc=C1D231BT,169,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
170,lmvwm9h8,,0,0,29,,,,0,,,0.0,T1-P,,,,,,0,0,,,,,1_2,,,,,,,,,,,,,,woa52od5,,,,,0,1.0,otfe,0.0,0,https://app.prolific.com/submissions/complete?cc=C1D231BT,170,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
171,cbiymp08,,0,0,29,,,,0,,,0.0,C-NoInfo,,,,,,0,0,,,,,2,,,,,,,,,,,,,,woa52od5,,,,,0,1.0,otfe,0.0,0,https://app.prolific.com/submissions/complete?cc=C1D231BT,171,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
172,bdnczu4m,,0,0,29,,,,0,,,0.0,T1-T-Info,,,,,,0,0,,,,,2_3,,,,,,,,,,,,,,woa52od5,,,,,0,1.0,otfe,0.0,0,https://app.prolific.com/submissions/complete?cc=C1D231BT,172,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
173,91r1b7oi,,0,0,29,,,,0,,,0.0,T1-T-NoInfo,,,,,,0,0,,,,,2_3,,,,,,,,,,,,,,woa52od5,,,,,0,1.0,otfe,0.0,0,https://app.prolific.com/submissions/complete?cc=C1D231BT,173,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
174,wh435yx4,,0,0,29,,,,0,,,0.0,C-Info,,,,,,0,0,,,,,1,,,,,,,,,,,,,,woa52od5,,,,,0,1.0,otfe,0.0,0,https://app.prolific.com/submissions/complete?cc=C1D231BT,174,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
175,v62o20eh,,0,0,29,,,,0,,,0.0,T2-T,,,,,,0,0,,,,,1_3,,,,,,,,,,,,,,woa52od5,,,,,0,1.0,otfe,0.0,0,https://app.prolific.com/submissions/complete?cc=C1D231BT,175,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
176,8i2t6bs1,,0,0,29,,,,0,,,0.0,T1-P,,,,,,0,0,,,,,1_3,,,,,,,,,,,,,,woa52od5,,,,,0,1.0,otfe,0.0,0,https://app.prolific.com/submissions/complete?cc=C1D231BT,176,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
177,o9h625e8,,0,0,29,,,,0,,,0.0,C-NoInfo,,,,,,0,0,,,,,1_3,,,,,,,,,,,,,,woa52od5,,,,,0,1.0,otfe,0.0,0,https://app.prolific.com/submissions/complete?cc=C1D231BT,177,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
178,oq8v6u61,,0,0,29,,,,0,,,0.0,T1-T-Info,,,,,,0,0,,,,,2,,,,,,,,,,,,,,woa52od5,,,,,0,1.0,otfe,0.0,0,https://app.prolific.com/submissions/complete?cc=C1D231BT,178,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
179,tp4uajon,,0,0,29,,,,0,,,0.0,T1-T-NoInfo,,,,,,0,0,,,,,2,,,,,,,,,,,,,,woa52od5,,,,,0,1.0,otfe,0.0,0,https://app.prolific.com/submissions/complete?cc=C1D231BT,179,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
180,iayn4hf2,,0,0,29,,,,0,,,0.0,C-Info,,,,,,0,0,,,,,1_2,,,,,,,,,,,,,,woa52od5,,,,,0,1.0,otfe,0.0,0,https://app.prolific.com/submissions/complete?cc=C1D231BT,180,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
181,9z62p2ie,,0,0,29,,,,0,,,0.0,T2-T,,,,,,0,0,,,,,2,,,,,,,,,,,,,,woa52od5,,,,,0,1.0,otfe,0.0,0,https://app.prolific.com/submissions/complete?cc=C1D231BT,181,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
182,m398sm32,,0,0,29,,,,0,,,0.0,T1-P,,,,,,0,0,,,,,3,,,,,,,,,,,,,,woa52od5,,,,,0,1.0,otfe,0.0,0,https://app.prolific.com/submissions/complete?cc=C1D231BT,182,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
183,npcfbuzj,,0,0,29,,,,0,,,0.0,C-NoInfo,,,,,,0,0,,,,,1_3,,,,,,,,,,,,,,woa52od5,,,,,0,1.0,otfe,0.0,0,https://app.prolific.com/submissions/complete?cc=C1D231BT,183,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
184,x661vwvw,,0,0,29,,,,0,,,0.0,T1-T-Info,,,,,,0,0,,,,,2,,,,,,,,,,,,,,woa52od5,,,,,0,1.0,otfe,0.0,0,https://app.prolific.com/submissions/complete?cc=C1D231BT,184,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
185,j43wwv1w,,0,0,29,,,,0,,,0.0,T1-T-NoInfo,,,,,,0,0,,,,,3,,,,,,,,,,,,,,woa52od5,,,,,0,1.0,otfe,0.0,0,https://app.prolific.com/submissions/complete?cc=C1D231BT,185,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
186,ahbpwech,,0,0,29,,,,0,,,0.0,C-Info,,,,,,0,0,,,,,1_2,,,,,,,,,,,,,,woa52od5,,,,,0,1.0,otfe,0.0,0,https://app.prolific.com/submissions/complete?cc=C1D231BT,186,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
187,r3q7nusv,,0,0,29,,,,0,,,0.0,T2-T,,,,,,0,0,,,,,1_3,,,,,,,,,,,,,,woa52od5,,,,,0,1.0,otfe,0.0,0,https://app.prolific.com/submissions/complete?cc=C1D231BT,187,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
188,c2rgdo0m,,0,0,29,,,,0,,,0.0,T1-P,,,,,,0,0,,,,,3,,,,,,,,,,,,,,woa52od5,,,,,0,1.0,otfe,0.0,0,https://app.prolific.com/submissions/complete?cc=C1D231BT,188,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
189,crfgest8,,0,0,29,,,,0,,,0.0,C-NoInfo,,,,,,0,0,,,,,3,,,,,,,,,,,,,,woa52od5,,,,,0,1.0,otfe,0.0,0,https://app.prolific.com/submissions/complete?cc=C1D231BT,189,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
190,ngmym6vl,,0,0,29,,,,0,,,0.0,T1-T-Info,,,,,,0,0,,,,,1,,,,,,,,,,,,,,woa52od5,,,,,0,1.0,otfe,0.0,0,https://app.prolific.com/submissions/complete?cc=C1D231BT,190,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
191,2to7khot,,0,0,29,,,,0,,,0.0,T1-T-NoInfo,,,,,,0,0,,,,,3,,,,,,,,,,,,,,woa52od5,,,,,0,1.0,otfe,0.0,0,https://app.prolific.com/submissions/complete?cc=C1D231BT,191,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
192,35jx1xs1,,0,0,29,,,,0,,,0.0,C-Info,,,,,,0,0,,,,,1_3,,,,,,,,,,,,,,woa52od5,,,,,0,1.0,otfe,0.0,0,https://app.prolific.com/submissions/complete?cc=C1D231BT,192,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
